Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),ENA Express support,On-Demand Linux pricing,On-Demand Ubuntu Pro pricing,On-Demand SUSE pricing,On-Demand Windows pricing,On-Demand RHEL pricing,On-Demand ap-southeast-2-akl-1 SUSE pricing,On-Demand ap-southeast-2-akl-1 Windows pricing,On-Demand ap-southeast-2-akl-1 RHEL pricing,On-Demand ap-southeast-2-akl-1 Linux pricing,On-Demand ap-southeast-2-akl-1 Ubuntu Pro pricing,On-Demand ap-southeast-2-per-1 SUSE pricing,On-Demand ap-southeast-2-per-1 Ubuntu Pro pricing,On-Demand ap-southeast-2-per-1 RHEL pricing,On-Demand ap-southeast-2-per-1 Windows pricing,On-Demand ap-southeast-2-per-1 Linux pricing
i7ie.6xlarge,i7ie,6xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,24,x86_64,12,"1,2,3,4,5,6,7,8,9,10,11,12",2,"1,2",3.6,192,15000,true,ssd,2,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,7500,30000,937.5,10000,40000,1250,false,3.7398 USD per Hour,3.7818 USD per Hour,3.8648 USD per Hour,4.8438 USD per Hour,3.999 USD per Hour,,,,,,,,,,
x2iedn.8xlarge,x2iedn,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,1024,950,true,ssd,1,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,20000,65000,2500,20000,65000,2500,true,9.6705 USD per Hour,9.7265 USD per Hour,9.7955 USD per Hour,11.1425 USD per Hour,10.0161 USD per Hour,,,,,,,,,,
m6a.32xlarge,m6a,32xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,128,x86_64,64,"8,12,16,20,24,28,32,64",2,"1,2",3.6,512,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,160000,5000,40000,160000,5000,true,6.912 USD per Hour,7.136 USD per Hour,7.037 USD per Hour,12.8 USD per Hour,8.1408 USD per Hour,,,,,,,,,,
i4i.xlarge,i4i,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,937,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,1250,5000,156.25,10000,40000,1250,false,0.411 USD per Hour,0.418 USD per Hour,0.468 USD per Hour,0.595 USD per Hour,0.469 USD per Hour,,,,,,,,,,
f2.12xlarge,f2,12xlarge,"ap-southeast-2, ap-southeast-2a",false,false,false,nitro,48,x86_64,24,"1,2,3,6,9,12,15,18,21,24",2,"1,2",3.4,512,1880,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,2,-,unsupported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,false,4.752 USD per Hour,4.836 USD per Hour,4.877 USD per Hour,,5.2704 USD per Hour,,,,,,,,,,
r6i.32xlarge,r6i,32xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,160000,5000,40000,160000,5000,true,9.664 USD per Hour,9.888 USD per Hour,9.789 USD per Hour,15.552 USD per Hour,10.8928 USD per Hour,,,,,,,,,,
c6gd.2xlarge,c6gd,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,474,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,false,0.404 USD per Hour,0.418 USD per Hour,0.529 USD per Hour,,0.5192 USD per Hour,,,,,,,,,,
c5a.large,c5a,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.3,4,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,200,800,25,3170,13300,396.25,false,0.1 USD per Hour,0.104 USD per Hour,0.156 USD per Hour,0.192 USD per Hour,0.129 USD per Hour,,,,,,,,,,
r5dn.4xlarge,r5dn,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,600,true,ssd,2,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,4750,18750,593.75,4750,18750,593.75,false,1.632 USD per Hour,1.66 USD per Hour,1.757 USD per Hour,2.368 USD per Hour,1.8048 USD per Hour,,,,,,,,,,
c6gd.medium,c6gd,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.5,2,59,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,315,2500,39.375,4750,20000,593.75,false,0.0505 USD per Hour,0.0523 USD per Hour,0.0815 USD per Hour,,0.0649 USD per Hour,,,,,,,,,,
x1.32xlarge,x1,32xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,xen,128,x86_64,64,"4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64",2,"1,2",2.3,1952,3840,true,ssd,2,supported,default,25 Gigabit,supported,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,"ebs, instance-store",true,-,-,true,14000,80000,1750,14000,80000,1750,false,19.341 USD per Hour,19.566 USD per Hour,19.441 USD per Hour,25.229 USD per Hour,20.571 USD per Hour,,,,,,,,,,
r7g.16xlarge,r7g,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,512,0,-,-,0,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,4.1075 USD per Hour,4.2195 USD per Hour,4.2325 USD per Hour,,4.7987 USD per Hour,,,,,,,,,,
m6gd.2xlarge,m6gd,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,474,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,false,0.456 USD per Hour,0.47 USD per Hour,0.581 USD per Hour,,0.5712 USD per Hour,,,,,,,,,,
m6id.8xlarge,m6id,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,128,1900,true,ssd,1,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,true,2.3856 USD per Hour,2.4416 USD per Hour,2.5106 USD per Hour,3.8576 USD per Hour,2.7312 USD per Hour,,,,,,,,,,
c6id.2xlarge,c6id,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,16,474,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.5292 USD per Hour,0.5432 USD per Hour,0.6542 USD per Hour,0.8972 USD per Hour,0.6444 USD per Hour,,,,,,,,,,
c6id.xlarge,c6id,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,false,0.2646 USD per Hour,0.2716 USD per Hour,0.3209 USD per Hour,0.4486 USD per Hour,0.3222 USD per Hour,,,,,,,,,,
r6a.large,r6a,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.6,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,false,0.1359 USD per Hour,0.1394 USD per Hour,0.1922 USD per Hour,0.2279 USD per Hour,0.1647 USD per Hour,,,,,,,,,,
m3.large,m3,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.5,7.5,32,true,ssd,1,supported,unsupported,Moderate,unsupported,3,10,0,-,"partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,0,0,0,0,0,0,false,0.186 USD per Hour,0.19 USD per Hour,0.286 USD per Hour,0.312 USD per Hour,0.215 USD per Hour,,,,,,,,,,
r8g.2xlarge,r8g,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,64,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.5648 USD per Hour,0.5788 USD per Hour,0.6898 USD per Hour,,0.68 USD per Hour,,,,,,,,,,
m6g.2xlarge,m6g,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,false,0.384 USD per Hour,0.398 USD per Hour,0.509 USD per Hour,,0.4992 USD per Hour,,,,,,,,,,
m8g.medium,m8g,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.8,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,315,2500,39.375,10000,40000,1250,false,0.0561 USD per Hour,0.05785 USD per Hour,0.1124 USD per Hour,,0.0705 USD per Hour,,,,,,,,,,
c5n.xlarge,c5n,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.4,10.5,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,1150,6000,143.75,4750,20000,593.75,false,0.282 USD per Hour,0.289 USD per Hour,0.338 USD per Hour,0.466 USD per Hour,0.34 USD per Hour,,,,,,,,,,
c8g.4xlarge,c8g,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.8,32,0,-,-,0,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,false,0.8304 USD per Hour,0.8584 USD per Hour,0.9554 USD per Hour,,1.0032 USD per Hour,,,,,,,,,,
is4gen.medium,is4gen,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,1,1,1,2.5,6,937,true,ssd,1,supported,default,Up to 25 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,625,2500,78.125,10000,40000,1250,false,0.17276 USD per Hour,0.17451 USD per Hour,0.22906 USD per Hour,,0.18716 USD per Hour,,,,,,,,,,
i3en.large,i3en,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,1250,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,576,3000,72.1,4750,20000,593.75,false,0.271 USD per Hour,0.275 USD per Hour,0.327 USD per Hour,0.363 USD per Hour,0.3 USD per Hour,,,,,,,,,,
m7i-flex.large,m7i-flex,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",true,false,false,nitro,2,x86_64,1,1,2,"1,2",3.2,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,312,2500,39.0625,10000,40000,1250,false,0.1197 USD per Hour,0.1232 USD per Hour,0.176 USD per Hour,0.2071 USD per Hour,0.1485 USD per Hour,,,,,,,,,,
t3.small,t3,small,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",true,false,false,nitro,2,x86_64,1,1,2,"1,2",2.5,2,0,-,-,0,supported,default,Up to 5 Gigabit,required,3,4,4,true,"partition, spread",0,0,true,supported,ebs,true,true,true,true,174,1000,21.75,2085,11800,260.625,false,0.0264 USD per Hour,0.0299 USD per Hour,0.0574 USD per Hour,0.0448 USD per Hour,0.0552 USD per Hour,,,,,,,,,,
c6g.4xlarge,c6g,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,4750,20000,593.75,4750,20000,593.75,false,0.7104 USD per Hour,0.7384 USD per Hour,0.8354 USD per Hour,,0.8832 USD per Hour,,,,,,,,,,
r6idn.12xlarge,r6idn,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,384,2850,true,ssd,2,supported,default,75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,37500,150000,4687.5,37500,150000,4687.5,true,5.72832 USD per Hour,5.81232 USD per Hour,5.85332 USD per Hour,7.93632 USD per Hour,6.24672 USD per Hour,,,,,,,,,,
m7i.12xlarge,m7i,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.2,192,0,-,-,0,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,true,3.024 USD per Hour,3.108 USD per Hour,3.149 USD per Hour,5.232 USD per Hour,3.5424 USD per Hour,,,,,,,,,,
r7gd.12xlarge,r7gd,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,384,2850,true,ssd,2,supported,default,22.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,true,3.7584 USD per Hour,3.8424 USD per Hour,3.8834 USD per Hour,,4.2768 USD per Hour,,,,,,,,,,
c6i.metal,c6i,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,128,x86_64,64,-,2,-,3.5,256,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,160000,5000,40000,160000,5000,true,7.104 USD per Hour,7.328 USD per Hour,7.229 USD per Hour,12.992 USD per Hour,8.3328 USD per Hour,,,,,,,,,,
i4i.32xlarge,i4i,32xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,30000,true,ssd,8,supported,default,75 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,40000,160000,5000,40000,160000,5000,true,13.1648 USD per Hour,13.3888 USD per Hour,13.2898 USD per Hour,19.0528 USD per Hour,14.3936 USD per Hour,,,,,,,,,,
r7g.12xlarge,r7g,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,384,0,-,-,0,supported,default,22.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,true,3.0806 USD per Hour,3.1646 USD per Hour,3.2056 USD per Hour,,3.599 USD per Hour,,,,,,,,,,
c6id.4xlarge,c6id,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,32,950,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,false,1.0584 USD per Hour,1.0864 USD per Hour,1.1834 USD per Hour,1.7944 USD per Hour,1.2312 USD per Hour,,,,,,,,,,
m7gd.2xlarge,m7gd,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,32,474,true,ssd,1,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.5368 USD per Hour,0.5508 USD per Hour,0.6618 USD per Hour,,0.652 USD per Hour,,,,,,,,,,
m6in.2xlarge,m6in,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,32,0,-,-,0,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,6250,25000,781.25,25000,100000,3125,false,0.702 USD per Hour,0.716 USD per Hour,0.827 USD per Hour,1.07 USD per Hour,0.8172 USD per Hour,,,,,,,,,,
r6in.xlarge,r6in,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,0,-,-,0,supported,default,Up to 30 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,3125,12500,390.625,25000,100000,3125,false,0.42354 USD per Hour,0.43054 USD per Hour,0.47984 USD per Hour,0.60754 USD per Hour,0.48114 USD per Hour,,,,,,,,,,
r4.4xlarge,r4,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,122,0,-,-,0,supported,default,Up to 10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,3500,18750,437.5,3500,18750,437.5,false,1.2768 USD per Hour,1.308 USD per Hour,1.3768 USD per Hour,2.0128 USD per Hour,1.4528 USD per Hour,,,,,,,,,,
c6g.2xlarge,c6g,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,false,0.3552 USD per Hour,0.3692 USD per Hour,0.4802 USD per Hour,,0.4704 USD per Hour,,,,,,,,,,
c6gd.large,c6gd,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,4750,20000,593.75,false,0.101 USD per Hour,0.1045 USD per Hour,0.1573 USD per Hour,,0.1298 USD per Hour,,,,,,,,,,
c6i.12xlarge,c6i,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,96,0,-,-,0,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,15000,60000,1875,15000,60000,1875,true,2.664 USD per Hour,2.748 USD per Hour,2.789 USD per Hour,4.872 USD per Hour,3.1824 USD per Hour,,,,,,,,,,
x1e.4xlarge,x1e,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,488,480,true,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,1750,10000,218.75,1750,10000,218.75,false,4.836 USD per Hour,4.864 USD per Hour,4.936 USD per Hour,5.572 USD per Hour,5.009 USD per Hour,,,,,,,,,,
c6i.xlarge,c6i,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,false,0.222 USD per Hour,0.229 USD per Hour,0.2783 USD per Hour,0.406 USD per Hour,0.2796 USD per Hour,,,,,,,,,,
m5a.xlarge,m5a,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,1085,6000,135.625,2880,16000,360,false,0.216 USD per Hour,0.223 USD per Hour,0.272 USD per Hour,0.4 USD per Hour,0.274 USD per Hour,,,,,,,,,,
i3.4xlarge,i3,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,122,3800,true,ssd,2,supported,default,Up to 10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,3500,16000,437.5,3500,16000,437.5,false,1.496 USD per Hour,1.524 USD per Hour,1.596 USD per Hour,2.232 USD per Hour,1.669 USD per Hour,,,,,,,,,,
r6i.large,r6i,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,650,3600,81.25,10000,40000,1250,false,0.151 USD per Hour,0.1545 USD per Hour,0.2073 USD per Hour,0.243 USD per Hour,0.1798 USD per Hour,,,,,,,,,,
m6id.large,m6id,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,8,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,false,0.1491 USD per Hour,0.1526 USD per Hour,0.2054 USD per Hour,0.2411 USD per Hour,0.1779 USD per Hour,,,,,,,,,,
i3.2xlarge,i3,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,61,1900,true,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1700,12000,212.5,1700,12000,212.5,false,0.748 USD per Hour,0.762 USD per Hour,0.848 USD per Hour,1.116 USD per Hour,0.863 USD per Hour,,,,,,,,,,
c6g.8xlarge,c6g,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,64,0,-,-,0,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,9500,40000,1187.5,9500,40000,1187.5,false,1.4208 USD per Hour,1.4768 USD per Hour,1.5458 USD per Hour,,1.7664 USD per Hour,,,,,,,,,,
